Zona;Provincia;Canton;Distrito;Circuito;Fecha Infraccion;Hora_Infraccion;tipo_muert_matriz;Edad;Sexo;Estado Civil;Nacionalidad;Numero_asesinatos;Tipo_Arma;Presunta_Motivacion
ZONA 1;SUCUMBIOS;SHUSHUFINDI;SHUSHUFINDI;SHUSHUFINDI CENTRO;2/7/2014;21:40;Femicidios;24;FEMENINO;SOLTERO;ECUADOR;0;MACHETE             ;ROBO A PERSONAS
ZONA 7;EL_ORO;PASAJE;PASAJE;VELASCO IBARRA;3/7/2014;3:20;Homicidios;32;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;ROBO A PERSONAS
ZONA 7;EL_ORO;ARENILLAS;HUAQUILLAS;LA LIBERTAD;14/6/2014;22:20;Homicidios;32;MASCULINO;SOLTERO;ECUADOR;0;;ROBO A PERSONAS
ZONA 7;EL_ORO;MACHALA;MACHALA;LA FERROVIARIA;3/7/2014;12:00;Asesinatos;29;MASCULINO;CASADO;ECUADOR;0;CARTUCHERA          ;LITIGIO DE TIERRAS
ZONA 2;NAPO;TENA;TENA;AEROPUERTO;3/7/2014;16:15;Homicidios;26;MASCULINO;CASADO;ECUADOR;0;REVOLVER            ;AMENAZA
ZONA 2;PICHINCHA;MEJIA;RUMINAHUI - MEJIA;CUTUGLAGUA;5/7/2014;15:30;Homicidios;41;FEMENINO;CASADO;COLOMBIA;0;;AMENAZA
ZONA 2;PICHINCHA;MEJIA;RUMINAHUI - MEJIA;CUTUGLAGUA;5/7/2014;15:30;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR;0;OBJETO CONTUSO;RIÑAS
ZONA 5;LOS_RIOS;VINCES;VINCES;ANTONIO SOTOMAYOR;4/7/2014;10:00;Asesinatos;83;MASCULINO;SOLTERO;ECUADOR;0;ESCOPETA            ;LITIGIO DE TIERRAS
ZONA 2;PICHINCHA;RUMINAHUI;RUMINAHUI - MEJIA;SAN RAFAEL;5/7/2014;20:00;Asesinatos;45;MASCULINO;CASADO;ECUADOR;0;NINGUNA;SENTIMENTAL
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;SANTA MARTHA;7/7/2014;10:00;Homicidios;29;MASCULINO;UNION LIBRE;COLOMBIA;0;CUCHILLO            ;RIÑAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA MERCED;7/7/2014;13:30;Homicidios;19;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;ROBO DE CARROS
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;7/7/2014;20:40;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR;0;OBJETO CONTUSO;ROBO A PERSONAS
ZONA 9;PICHINCHA;QUITO;CALDERON;SAN JUAN DE CALDERON;5/7/2014;23:00;Homicidios;36;MASCULINO;CASADO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 7;EL_ORO;PASAJE;PASAJE;VELASCO IBARRA;8/7/2014;13:00;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;EMOCIONAL
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;PORTETE;8/7/2014;13:30;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR;0;CARTUCHERA          ;AMENAZA
ZONA 1;CARCHI;BOLIVAR;MONTUFAR;BOLIVAR;8/7/2014;23:59;Asesinatos;36;MASCULINO;CASADO;ECUADOR;0;OTRO;AMENAZA
ZONA 1;ESMERALDAS;RIO_VERDE;RIO VERDE;MONTALVO;12/7/2014;0:04;Asesinatos;44;MASCULINO;SOLTERO;ECUADOR;8;CUCHILLO            ;ACTOS DE ODIO
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;EL PLACER;11/7/2014;20:00;Homicidios;17;MASCULINO;SOLTERO;ECUADOR;29;PISTOLA             ;AMENAZA
ZONA 5;BOLIVAR;CALUMA;SUBTROPICO;CALUMA;11/7/2014;20:00;Asesinatos;54;MASCULINO;DIVORCIADO;ECUADOR;14;PISTOLA             ;AMENAZA
ZONA 9;PICHINCHA;QUITO;LA DELICIA;SAN ANTONIO BAJO;12/7/2014;0:00;Homicidios;21;MASCULINO;SOLTERO;ECUADOR;3;NINGUNA;MALTRATO
ZONA 5;LOS_RIOS;BABA;BABAHOYO;BABA;13/7/2014;0:15;Homicidios;27;MASCULINO;SOLTERO;ECUADOR;9;CORTO PUNZANTE;ROBO A PERSONAS
ZONA 5;GUAYAS;DAULE;DAULE;DAULE CENTRO;13/7/2014;4:00;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR;13;PISTOLA             ;EMOCIONAL
ZONA 2;PICHINCHA;RUMINAHUI;RUMINAHUI - MEJIA;SAN RAFAEL;13/7/2014;3:00;Homicidios;29;MASCULINO;SOLTERO;ECUADOR;13;CUCHILLO            ;SENTIMENTAL
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;SAN SEBASTIAN;28/6/2014;16:00;Homicidios;50;MASCULINO;SOLTERO;ECUADOR;8;PISTOLA             ;AMENAZA
ZONA 4;MANABI;MANTA;MANTA;CUBA;14/7/2014;20:30;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR;9;CORTO PUNZANTE;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;JUAN EULOGIO;11/7/2014;15:30;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR;14;PISTOLA             ;AMENAZA
ZONA 9;PICHINCHA;QUITO;QUITUMBE;QUITUMBE;15/7/2014;12:00;Homicidios;19;FEMENINO;SOLTERO;ECUADOR;4;PISTOLA             ;AMENAZA
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;NUEVO SUCUMBIOS;28/2/2014;22:30;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR;0;FUNDA;ACTOS DE ODIO
ZONA 1;SUCUMBIOS;PUTUMAYO;PUTUMAYO;PUERTO RODRIGUEZ;6/1/2014;16:00;Asesinatos;36;MASCULINO;CASADO;ECUADOR;21;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;GALO PLAZA;15/7/2014;19:30;Asesinatos;40;MASCULINO;DIVORCIADO;ECUADOR;37;CORTO PUNZANTE;ACTOS DE ODIO
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;GENERAL FARFAN;1/1/2014;1:00;Asesinatos;80;MASCULINO;VIUDO;ECUADOR;21;MACHETE             ;RIÑAS
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;PLAN DE VIVIENDA;17/7/2014;0:05;Homicidios;34;FEMENINO;CASADO;ECUADOR;5;CUCHILLO            ;RIÑAS
ZONA 4;MANABI;PORTOVIEJO;PORTOVIEJO;LOS CEREZOS;16/7/2014;22:00;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR;20;PRENDA TEXTIL;ROBO A DOMICILIOS
ZONA 8;GUAYAS;SAMBORONDON;SAMBORONDON;TARIFA;17/7/2014;20:45;Asesinatos;71;MASCULINO;CASADO;ECUADOR;9;NINGUNA;ROBO A PERSONAS
ZONA 9;PICHINCHA;QUITO;CALDERON;SAN JUAN DE CALDERON;6/7/2014;12:00;Homicidios;54;MASCULINO;CASADO;ECUADOR;19;REVOLVER            ;SENTIMENTAL
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;18/7/2014;17:00;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR;2;MACHETE             ;ROBO A PERSONAS
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO OESTE;18/7/2014;18:45;Sicariatos;19;MASCULINO;SOLTERO;ECUADOR;11;CORTO PUNZANTE;SENTIMENTAL
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;MALVINAS SUR;18/7/2014;19:00;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR;7;OTRO;RIÑAS
ZONA 4;MANABI;PEDERNALES;PEDERNALES;BECHE;18/7/2014;23:50;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR;7;HIDROCARBUROS;SENTIMENTAL
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO OESTE;18/7/2014;21:15;Sicariatos;30;MASCULINO;CASADO;ECUADOR;1;CUCHILLO            ;RIÑAS
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;PIMOCHA;19/7/2014;8:00;Homicidios;34;MASCULINO;SOLTERO;ECUADOR;0;CORTO PUNZANTE;RIÑAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA ESPERANZA;19/7/2014;22:00;Homicidios;47;MASCULINO;CASADO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;GUAYACAN;19/7/2014;1:30;Asesinatos;31;MASCULINO;VIUDO;ECUADOR;0;REVOLVER            ;LITIGIO DE TIERRAS
ZONA 7;EL_ORO;MACHALA;MACHALA;EL CAMBIO;20/7/2014;1:50;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR;0;NINGUNA;RIÑAS
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;COCHAPAMBA;20/7/2014;4:30;Homicidios;34;MASCULINO;SOLTERO;ECUADOR;0;CARTUCHERA          ;ACTOS DE ODIO
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;EL ENO;25/4/2014;12:00;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 3;TUNGURAHUA;AMBATO;AMBATO SUR;SIMON BOLIVAR;7/4/2014;18:00;Asesinatos;31;FEMENINO;SOLTERO;ECUADOR;0;CORTO PUNZANTE;RIÑAS
ZONA 3;TUNGURAHUA;AMBATO;AMBATO SUR;LETAMENDI;7/4/2014;4:00;Asesinatos;13;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 3;COTOPAXI;LATACUNGA;LATACUNGA;LASSO;19/7/2014;0:00;Homicidios;92;FEMENINO;VIUDO;ECUADOR;0;CUCHILLO            ;ROBO A PERSONAS
ZONA 4;MANABI;PICHINCHA;PICHINCHA;RIO VENDIDO;19/7/2014;21:00;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR;0;PALO;AMENAZA
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;EL DORADO;29/4/2014;23:30;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;0;NINGUNA;MALTRATO
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;EL DORADO;9/3/2014;5:30;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;SENTIMENTAL
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;SANTA CECILIA;25/4/2014;0:02;Homicidios;40;MASCULINO;SOLTERO;ECUADOR;20;CORTO PUNZANTE;ROBO A DOMICILIOS
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;ANTEPARA;22/7/2014;15:00;Asesinatos;45;MASCULINO;CASADO;ECUADOR;20;CUCHILLO            ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;PARQUE ECOLOGICO;31/1/2014;2:00;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;9;SUBAMETRALLADORA    ;EMOCIONAL
ZONA 1;SUCUMBIOS;CUYABENO;PUTUMAYO;TARAPOA;26/3/2014;1:00;Asesinatos;51;MASCULINO;UNION LIBRE;ECUADOR;2;REVOLVER            ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 1;SUCUMBIOS;PUTUMAYO;PUTUMAYO;PALMA ROJA;20/1/2014;19:00;Asesinatos;45;MASCULINO;NO DETERMINADO;COLOMBIA;10;PISTOLA             ;AMENAZA
ZONA 2;ORELLANA;PUERTO_FRANCISCO_DE_ORELLANA;ORELLANA LORETO;COCA ORIENTE;29/6/2014;18:00;Homicidios;42;MASCULINO;DIVORCIADO;ECUADOR;6;PRENDA TEXTIL;RIÑAS
ZONA 2;ORELLANA;PUERTO_FRANCISCO_DE_ORELLANA;ORELLANA LORETO;COCA OCCIDENTE;31/5/2014;0:05;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR;2;ROCA;ACTOS DE ODIO
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;GENERAL FARFAN;4/1/2014;12:35;Asesinatos;29;MASCULINO;NO DETERMINADO;COLOMBIA;12;;ROBO A DOMICILIOS
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;EL DORADO;21/2/2014;4:40;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;7;;ROBO A DOMICILIOS
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;SAN SEBASTIAN;27/6/2014;21:00;Asesinatos;36;MASCULINO;SOLTERO;ECUADOR;6;SOGA;SENTIMENTAL
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;SANTA CECILIA;21/4/2014;21:30;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;2;PISTOLA             ;RIÑAS
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;SANTA CECILIA;21/4/2014;21:30;Asesinatos;23;FEMENINO;SOLTERO;ECUADOR;0;PISTOLA             ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;7/4/2014;1:45;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;RIÑAS
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;SAN SEBASTIAN;23/6/2014;8:30;Asesinatos;38;MASCULINO;CASADO;ECUADOR;0;CUCHILLO            ;ROBO DE CARROS
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;SANTA CECILIA;21/4/2014;21:30;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;0;AGROQUIMICO;ROBO A PERSONAS
ZONA 8;GUAYAS;GUAYAQUIL;SUR;GUASMO;23/7/2014;8:00;Asesinatos;39;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 1;CARCHI;TULCAN;TULCAN;JULIO ANDRADE;1/1/2014;3:00;Homicidios;34;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;ACTOS DE ODIO
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;ANTEPARA;23/7/2014;22:30;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;RIÑAS
ZONA 1;CARCHI;TULCAN;TULCAN;KENNEDY;1/1/2014;7:00;Homicidios;26;MASCULINO;SOLTERO;ECUADOR;0;PUÑAL;RIÑAS
ZONA 1;SUCUMBIOS;SHUSHUFINDI;SHUSHUFINDI;SHUSHUFINDI CENTRO;2/4/2014;19:30;Homicidios;43;MASCULINO;CASADO;ECUADOR;0;HIDROCARBUROS;ROBO A PERSONAS
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;GENERAL FARFAN;12/4/2014;20:00;Asesinatos;41;MASCULINO;CASADO;ECUADOR;0;PISTOLA             ;ROBO A PERSONAS
ZONA 6;AZUAY;CUENCA;CUENCA SUR;SUCRE;25/7/2014;8:00;Asesinatos;20;FEMENINO;SOLTERO;ECUADOR;0;MACHETE             ;ROBO A PERSONAS
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;GENERAL FARFAN;12/1/2014;20:10;Asesinatos;31;MASCULINO;UNION LIBRE;ECUADOR;0;REVOLVER            ;AMENAZA
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA MERCED;25/7/2014;15:10;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;RIÑAS
ZONA 7;LOJA;GONZANAMA;CALVAS;GONZANAMA;24/7/2014;4:00;Homicidios;82;MASCULINO;VIUDO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL NORTE;26/7/2014;1:00;Homicidios;78;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;VIOLACION SEXUAL (DESCONOCIDO)
ZONA 2;ORELLANA;LORETO;ORELLANA LORETO;24 DE MAYO;1/6/2014;8:00;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;ROBO A DOMICILIOS
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;VILLA NUEVA;26/7/2014;10:30;Asesinatos;78;MASCULINO;CASADO;ECUADOR;0;CUCHILLO            ;SENTIMENTAL
ZONA 9;PICHINCHA;QUITO;QUITUMBE;QUITUMBE;26/7/2014;16:00;Homicidios;76;MASCULINO;DIVORCIADO;ECUADOR;0;REVOLVER            ;RIÑAS
ZONA 5;LOS_RIOS;VINCES;VINCES;ABRAS DE MANTEQUILLA;26/7/2014;20:00;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR;0;;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;27/7/2014;9:40;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR;0;NINGUNA;MALTRATO
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;27/7/2014;9:40;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR;0;;AMENAZA
ZONA 1;ESMERALDAS;QUININDE;QUININDE;MALIMPIA;27/7/2014;23:00;Homicidios;25;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;ROBO A PERSONAS
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;COCHAPAMBA;28/7/2014;18:30;Homicidios;21;MASCULINO;SOLTERO;ECUADOR;0;ROCA;ROBO A PERSONAS
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;FERROVIARIA;29/7/2014;3:00;Homicidios;23;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 5;GUAYAS;SIMON_BOLIVAR;JUJAN SIMON BOLIVAR;SIMON BOLIVAR;28/7/2014;18:00;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;AMENAZA
ZONA 1;SUCUMBIOS;PUTUMAYO;PUTUMAYO;PUERTO DEL CARMEN;29/4/2014;9:45;Asesinatos;50;MASCULINO;CASADO;COLOMBIA;0;;ROBO A PERSONAS
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;DIVINO NINO;24/1/2014;22:40;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;AMENAZA
ZONA 5;LOS_RIOS;URDANETA;PUEBLOVIEJO;RICAURTE;5/1/2014;2:00;Homicidios;30;FEMENINO;SOLTERO;ECUADOR;0;REVOLVER            ;TRAFICO INTERNACIONAL DE DROGA
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;MONJAS COLLACOTO;20/7/2014;0:00;Homicidios;35;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;RIÑAS
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;ARGELIA;5/4/2014;18:00;Homicidios;25;MASCULINO;CASADO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 3;PASTAZA;PASTAZA;PASTAZA;PUYO SUR;24/2/2014;22:00;Homicidios;18;FEMENINO;CASADO;ECUADOR;0;CUCHILLO            ;ROBO DE CARROS
ZONA 4;MANABI;SANTA_ANA;24 DE MAYO;SANTA ANA;7/2/2014;21:00;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;0;NINGUNA;RIÑAS
ZONA 1;ESMERALDAS;RIO_VERDE;RIO VERDE;MONTALVO;11/1/2014;14:00;Asesinatos;47;MASCULINO;SOLTERO;ECUADOR;0;CARTUCHERA          ;SENTIMENTAL
ZONA 7;EL_ORO;MACHALA;MACHALA;9 DE MAYO;27/2/2014;7:30;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 6;AZUAY;CAMILO_PONCE_ENRIQUEZ;PONCE ENRIQUEZ;CAMILO PONCE ENRIQUEZ;23/2/2014;1:30;Asesinatos;38;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;BARRIO NUEVO;30/3/2014;0:05;Homicidios;23;MASCULINO;UNION LIBRE;ECUADOR;0;;SENTIMENTAL
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;BOMBOLI;26/3/2014;8:00;Homicidios;16;FEMENINO;SOLTERO;ECUADOR;0;EXPLOSIVOS;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;CISNE;22/1/2014;19:30;Asesinatos;50;MASCULINO;DIVORCIADO;ECUADOR;0;EXPLOSIVOS;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 5;GUAYAS;EL_EMPALME;EL EMPALME;PUERTO DEL MONO;3/1/2014;19:30;Sicariatos;29;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;LITIGIO DE TIERRAS
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;ITCHIMBIA;15/1/2014;9:22;Homicidios;41;FEMENINO;DIVORCIADO;ECUADOR;0;REVOLVER            ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 1;ESMERALDAS;QUININDE;QUININDE;ROSA ZARATE;15/2/2014;7:30;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;BATALLON DEL SUBURBIO;13/3/2014;22:45;Asesinatos;47;MASCULINO;SOLTERO;ECUADOR;0;TIJERAS;RIÑAS
ZONA 5;GUAYAS;DAULE;DAULE;JUAN BAUTISTA AGUIRRE;4/4/2014;9:00;Asesinatos;32;FEMENINO;SOLTERO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;GUACHARACA;23/2/2014;4:00;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 1;IMBABURA;SAN_MIGUEL_DE_URCUQUI;CIUDAD BLANCA;LAS TERMAS;12/1/2014;12:30;Asesinatos;71;FEMENINO;VIUDO;ECUADOR;0;PALO;MALTRATO
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVA PROSPERINA;1/1/2014;16:30;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;MONTE SINAI;10/4/2014;22:45;Sicariatos;18;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;RIÑAS
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;TERMINAL TERRESTRE;9/1/2014;23:40;Asesinatos;24;FEMENINO;SOLTERO;ECUADOR;0;CUCHILLO            ;ROBO A PERSONAS
ZONA 7;EL_ORO;MACHALA;MACHALA;RAYITO DE LUZ;3/4/2014;23:30;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;0;;RIÑAS
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;LA MARISCAL;1/1/2014;9:22;Homicidios;32;MASCULINO;NO DETERMINADO;ECUADOR;0;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 4;MANABI;EL_CARMEN;EL CARMEN;EL CARMEN;8/1/2014;2:30;Asesinatos;24;FEMENINO;SOLTERO;ECUADOR;0;REVOLVER            ;ROBO A PERSONAS
ZONA 9;PICHINCHA;QUITO;LA DELICIA;EL MIRADOR;28/4/2014;2:00;Homicidios;41;MASCULINO;CASADO;ECUADOR;0;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 5;GUAYAS;SANTA_LUCIA;DAULE;SANTA LUCIA;1/1/2014;4:30;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;AMENAZA
ZONA 5;LOS_RIOS;BABA;BABAHOYO;ISLA DE BEJUCAL;16/3/2014;10:00;Homicidios;26;FEMENINO;UNION LIBRE;ECUADOR;0;CORTO PUNZANTE;VIOLACION SEXUAL (DESCONOCIDO)
ZONA 5;BOLIVAR;GUARANDA;GUARANDA;SAN LUIS;1/1/2014;23:30;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;0;OTROS ARMA CORTA;RIÑAS
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;LA MARISCAL;27/3/2014;23:00;Homicidios;48;MASCULINO;SOLTERO;ECUADOR;0;NINGUNA;ACTOS DE ODIO
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;SACHAS;7/7/2014;16:30;Asesinatos;38;MASCULINO;CASADO;ECUADOR;0;OTRO;AMENAZA
ZONA 9;PICHINCHA;QUITO;LA DELICIA;CARCELEN;25/1/2014;15:30;Homicidios;25;MASCULINO;SOLTERO;ECUADOR;0;PRENDA TEXTIL;LITIGIO DE BIENES
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVO GUAYAQUIL;31/7/2014;2:00;Asesinatos;41;MASCULINO;SOLTERO;ECUADOR;0;PRENDA TEXTIL;LITIGIO DE BIENES
ZONA 6;AZUAY;CUENCA;CUENCA NORTE;BARRIAL BLANCO;1/1/2014;0:00;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR;0;CARTUCHERA          ;RIÑAS
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;EL PLACER;1/1/2014;12:30;Homicidios;22;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 4;MANABI;PORTOVIEJO;PORTOVIEJO;ALAJUELA;8/3/2014;15:00;Homicidios;62;MASCULINO;SOLTERO;ECUADOR;1;ESCOPETA            ;MALTRATO
ZONA 1;ESMERALDAS;QUININDE;QUININDE;MALIMPIA;5/2/2014;23:40;Homicidios;49;MASCULINO;SOLTERO;ECUADOR;0;NINGUNA;MALTRATO
