Zona;Provincia;Canton;Distrito;Circuito;Fecha Infraccion;Hora_Infraccion;tipo_muert_matriz;Edad;Sexo;Estado Civil;Nacionalidad;Numero_asesinatos;Tipo_Arma;Presunta_Motivacion
ZONA 7;ZAMORA_CHINCHIPE;ZAMORA;ZAMORA;MANBIJA;15/11/2014;2:30;Homicidios;23;MASCULINO;SOLTERO;ECUADOR;1;CUCHILLO            ;EMOCIONAL
ZONA 5;LOS_RIOS;BABA;BABAHOYO;GUARE DE BABA;14/11/2014;20:30;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;15/11/2014;4:30;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR;3;NINGUNA;MALTRATO
ZONA 8;GUAYAS;DURAN;DURAN;ARBOLITO;15/11/2014;12:00;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;14;PISTOLA             ;AMENAZA
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;15/11/2014;22:00;Asesinatos;52;FEMENINO;SOLTERO;ECUADOR;21;NINGUNA;SENTIMENTAL
ZONA 5;GUAYAS;SALITRE;SALITRE;SALITRE SAUCES;16/11/2014;1:00;Homicidios;19;MASCULINO;SOLTERO;ECUADOR;3;NAVAJA;SENTIMENTAL
ZONA 5;BOLIVAR;GUARANDA;GUARANDA;1 DE MAYO;16/11/2014;19:30;Asesinatos;0;MASCULINO;SOLTERO;ECUADOR;10;CUCHILLO            ;AMENAZA
ZONA 5;GUAYAS;SIMON_BOLIVAR;JUJAN SIMON BOLIVAR;SIMON BOLIVAR;14/11/2014;7:00;Asesinatos;26;MASCULINO;UNION LIBRE;ECUADOR;3;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 5;GUAYAS;SIMON_BOLIVAR;JUJAN SIMON BOLIVAR;SIMON BOLIVAR;14/11/2014;7:00;Asesinatos;33;MASCULINO;UNION LIBRE;ECUADOR;3;PISTOLA             ;ROBO A UNIDADES ECONÓMICAS
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;GARAY;16/11/2014;21:00;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;1;VENENO;SENTIMENTAL
ZONA 5;GUAYAS;BALAO;NARANJAL BALAO;BALAO;17/11/2014;2:00;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR;1;CUCHILLO            ;RIÑAS
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;15/11/2014;22:00;Asesinatos;27;MASCULINO;NO DETERMINADO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVO GUAYAQUIL;17/11/2014;15:00;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR;0;OTRO;ROBO A PERSONAS
ZONA 8;GUAYAS;GUAYAQUIL;SUR;7 LAGOS;17/11/2014;6:30;Asesinatos;72;MASCULINO;CASADO;ECUADOR;0;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 3;TUNGURAHUA;AMBATO;AMBATO NORTE;LA MATRIZ;17/11/2014;21:30;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR;6;REVOLVER            ;AMENAZA
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;NARANJAL SUR;14/11/2014;20:00;Homicidios;36;MASCULINO;SOLTERO;ECUADOR;21;PISTOLA             ;AMENAZA
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;13/11/2014;22:00;Asesinatos;30;MASCULINO;NO DETERMINADO;ECUADOR;17;OTROS ARMA CORTA;RIÑAS
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;NUEVO SUCUMBIOS;18/11/2014;21:00;Asesinatos;52;MASCULINO;NO DETERMINADO;COLOMBIA;10;OBJETO CONTUSO;RIÑAS
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;UNIFICADOS;17/11/2014;7:40;Femicidios;32;FEMENINO;CASADO;ECUADOR;8;NINGUNA;ACTOS DE ODIO
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;GARAY;18/11/2014;21:40;Asesinatos;64;MASCULINO;UNION LIBRE;ECUADOR;6;PISTOLA             ;ROBO A DOMICILIOS
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA SUR;20/11/2014;20:30;Asesinatos;23;MASCULINO;CASADO;ECUADOR;2;PALO;RIÑAS
ZONA 8;GUAYAS;DURAN;DURAN;RECREO;20/11/2014;22:45;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR;5;CUCHILLO            ;ROBO A PERSONAS
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL OESTE;21/11/2014;8:30;Sicariatos;23;MASCULINO;SOLTERO;ECUADOR;2;PISTOLA             ;AMENAZA
ZONA 5;GUAYAS;NARANJITO;NARANJITO MARCELINO MARIDUENA;NARANJITO CENTRO;19/11/2014;22:00;Sicariatos;21;MASCULINO;SOLTERO;ECUADOR;1;NINGUNA;VIOLACION SEXUAL (DESCONOCIDO)
ZONA 1;ESMERALDAS;ATACAMES;ATACAMES;TONCHIGUE;21/11/2014;14:00;Asesinatos;47;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;ROBO EN EJES VIALES O CARRETERAS
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;UNIFICADOS;22/11/2014;2:30;Femicidios;33;FEMENINO;SOLTERO;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;EL ENO;22/11/2014;15:00;Asesinatos;43;MASCULINO;NO DETERMINADO;COLOMBIA;7;REVOLVER            ;ACTOS DE ODIO
ZONA 4;MANABI;MANTA;MANTA;MURCIELAGO;22/11/2014;19:20;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR;13;CUCHILLO            ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;22/11/2014;22:00;Asesinatos;15;MASCULINO;SOLTERO;ECUADOR;19;CARTUCHERA          ;ACTOS DE ODIO
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;ANTEPARA;23/11/2014;2:25;Homicidios;13;FEMENINO;SOLTERO;ECUADOR;8;REVOLVER            ;ROBO A PERSONAS
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;NUEVO SUCUMBIOS;23/11/2014;3:00;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR;7;OBJETO CONTUSO;RIÑAS
ZONA 8;GUAYAS;DURAN;DURAN;LA HERRADURA;23/11/2014;1:00;Asesinatos;38;MASCULINO;CASADO;ECUADOR;4;OBJETO CONTUSO;ROBO A PERSONAS
ZONA 8;GUAYAS;GUAYAQUIL;SUR;FLORESTA;23/11/2014;17:15;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR;8;REVOLVER            ;RIÑAS
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;23/11/2014;1:00;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR;1;PISTOLA             ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;23/11/2014;19:30;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR;3;REVOLVER            ;RIÑAS
ZONA 5;GUAYAS;GENERAL_ANTONIO_ELIZALDE;EL TRIUNFO BUCAY;BUCAY;23/11/2014;5:30;Homicidios;29;MASCULINO;UNION LIBRE;ECUADOR;1;CUCHILLO            ;RIÑAS
ZONA 7;EL_ORO;MACHALA;MACHALA;PUERTO BOLIVAR;24/11/2014;4:00;Asesinatos;28;MASCULINO;UNION LIBRE;ECUADOR;0;REVOLVER            ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVA PROSPERINA;24/11/2014;8:40;Asesinatos;35;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;AMENAZA
ZONA 3;PASTAZA;MERA;PASTAZA;SHELL MERA;21/11/2014;8:00;Asesinatos;32;FEMENINO;CASADO;ECUADOR;7;PISTOLA             ;ROBO A UNIDADES ECONÓMICAS
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;CRISTO VIVE;24/11/2014;18:00;Asesinatos;42;MASCULINO;CASADO;ECUADOR;18;CUCHILLO            ;ROBO DE CARROS
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;NARANJAL SUR;25/11/2014;21:20;Homicidios;28;MASCULINO;SOLTERO;ECUADOR;11;PISTOLA             ;AMENAZA
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;EL CALZADO;22/11/2014;2:00;Homicidios;1;MASCULINO;SOLTERO;ECUADOR;10;PISTOLA             ;AMENAZA
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;ARGELIA;25/11/2014;23:00;Homicidios;28;MASCULINO;SOLTERO;ECUADOR;5;CUCHILLO            ;ROBO A PERSONAS
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;25/11/2014;23:00;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR;4;OTRO;LITIGIO DE TIERRAS
ZONA 6;MORONA_SANTIAGO;MORONA;MORONA;SEVILLA DON BOSCO;26/11/2014;11:30;Homicidios;44;MASCULINO;SOLTERO;ECUADOR;3;REVOLVER            ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;28/11/2014;4:00;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;2;NINGUNA;MALTRATO
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL CENTRO;28/11/2014;18:30;Sicariatos;57;MASCULINO;CASADO;ECUADOR;1;PISTOLA             ;SECUESTRO EXPRESS
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;VILLA NUEVA;29/11/2014;2:00;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;1;CUCHILLO            ;RIÑAS
ZONA 9;PICHINCHA;QUITO;LOS CHILLOS;GUANGOPOLO;30/11/2014;12:10;Asesinatos;40;MASCULINO;CASADO;ECUADOR;1;PISTOLA             ;AMENAZA
ZONA 3;TUNGURAHUA;SANTIAGO_DE_PILLARO;PILLARO;SAN ANDRES;27/11/2014;0:00;Femicidios;20;FEMENINO;SOLTERO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;30/11/2014;10:00;Asesinatos;87;MASCULINO;SOLTERO;ECUADOR;8;CORTO PUNZANTE;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;MODELO;GUAYACANES;30/11/2014;3:00;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;11;CUCHILLO            ;RIÑAS
ZONA 7;ZAMORA_CHINCHIPE;EL_PANGUI;YANTZAZA;PANGUI;2/12/2014;;Homicidios;49;MASCULINO;CASADO;ECUADOR;17;CORTO PUNZANTE;SENTIMENTAL
ZONA 5;LOS_RIOS;BABA;BABAHOYO;ISLA DE BEJUCAL;1/12/2014;9:30;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR;5;NINGUNA;ROBO A DOMICILIOS
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;2/12/2014;20:27;Asesinatos;31;FEMENINO;SOLTERO;ECUADOR;1;PISTOLA             ;AMENAZA
ZONA 2;PICHINCHA;MEJIA;RUMINAHUI - MEJIA;PASOCHOA;3/12/2014;23:30;Asesinatos;25;FEMENINO;SOLTERO;ECUADOR;3;REVOLVER            ;TRAFICO INTERNACIONAL DE DROGA
ZONA 6;AZUAY;SANTA_ISABEL;GIRON;LA UNION;1/12/2014;21:00;Asesinatos;59;MASCULINO;CASADO;ECUADOR;2;REVOLVER            ;ROBO DE CARROS
ZONA 4;MANABI;SAN_VICENTE;SUCRE;SAN VICENTE;4/12/2014;18:30;Asesinatos;44;MASCULINO;SOLTERO;ECUADOR;2;PISTOLA             ;AMENAZA
ZONA 9;PICHINCHA;QUITO;LOS CHILLOS;CONOCOTO NORTE;5/12/2014;6:30;Homicidios;81;FEMENINO;VIUDO;ECUADOR;3;REVOLVER            ;AMENAZA
ZONA 9;PICHINCHA;QUITO;LA DELICIA;EL MIRADOR;6/12/2014;1:00;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR;1;CARTUCHERA          ;RIÑAS
ZONA 2;PICHINCHA;PEDRO_MONCAYO;CAYAMBE;TABACUNDO;5/12/2014;22:02;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR;0;CARTUCHERA          ;ROBO A UNIDADES ECONÓMICAS
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVA PROSPERINA;5/12/2014;18:01;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR;0;PISTOLA             ;AMENAZA
ZONA 5;GUAYAS;BALAO;NARANJAL BALAO;SAN CARLOS;5/12/2014;21:30;Asesinatos;63;MASCULINO;SOLTERO;ECUADOR;6;PALO;ROBO A PERSONAS
ZONA 4;MANABI;MANTA;MANTA;CENTRO;6/12/2014;12:00;Femicidios;28;FEMENINO;SOLTERO;ECUADOR;13;NINGUNA;EMOCIONAL
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;7 DE OCTUBRE;6/12/2014;20:30;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;10;PRENDA TEXTIL;SENTIMENTAL
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CORDERO CRESPO;6/12/2014;21:00;Asesinatos;39;FEMENINO;SOLTERO;ECUADOR;15;PISTOLA             ;AMENAZA
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;PARQUE ECOLOGICO;6/12/2014;20:45;Asesinatos;35;MASCULINO;UNION LIBRE;ECUADOR;8;REVOLVER            ;AMENAZA
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;MENA;7/12/2014;1:00;Homicidios;54;MASCULINO;CASADO;ECUADOR;7;CORTO PUNZANTE;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;6/12/2014;11:00;Asesinatos;46;FEMENINO;SOLTERO;ECUADOR;2;PISTOLA             ;EMOCIONAL
ZONA 8;GUAYAS;GUAYAQUIL;PROGRESO;POSORJA;6/12/2014;2:00;Asesinatos;70;MASCULINO;SOLTERO;ECUADOR;2;PISTOLA             ;EMOCIONAL
ZONA 2;PICHINCHA;RUMINAHUI;RUMINAHUI - MEJIA;MOLINUCO;6/12/2014;21:50;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR;5;CORTO PUNZANTE;RIÑAS
ZONA 4;MANABI;CHONE;CHONE;RICAURTE;6/12/2014;7:10;Asesinatos;63;MASCULINO;SOLTERO;ECUADOR;2;CUCHILLO            ;ROBO A DOMICILIOS
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;7/12/2014;12:30;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR;2;CUCHILLO            ;SENTIMENTAL
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;7/12/2014;14:00;Homicidios;2;MASCULINO;SOLTERO;ECUADOR;1;CORTO PUNZANTE;ROBO A PERSONAS
ZONA 6;AZUAY;CAMILO_PONCE_ENRIQUEZ;PONCE ENRIQUEZ;CAMILO PONCE ENRIQUEZ;7/12/2014;19:30;Homicidios;55;MASCULINO;CASADO;ECUADOR;6;REVOLVER            ;RIÑAS
ZONA 5;LOS_RIOS;URDANETA;PUEBLOVIEJO;PIJULLO;8/12/2014;2:00;Asesinatos;39;MASCULINO;DIVORCIADO;ECUADOR;23;CARTUCHERA          ;ROBO A DOMICILIOS
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;MALVINAS SUR;8/12/2014;21:00;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;11;CARTUCHERA          ;ROBO A DOMICILIOS
ZONA 5;GUAYAS;LOMAS_DE_SARGENTILLO;PEDRO CARBO;LOMAS DE SARGENTILLO;8/12/2014;2:30;Asesinatos;21;MASCULINO;CASADO;ECUADOR;8;CUCHILLO            ;TRANSTORNOS MENTALES
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;SAN CARLOS;9/12/2014;8:07;Asesinatos;41;MASCULINO;DIVORCIADO;ECUADOR;2;CINTA DE EMBALAJE;ROBO A DOMICILIOS
ZONA 7;LOJA;MACARA;MACARA;MACARA;16/2/2014;0:10;Asesinatos;26;FEMENINO;UNION LIBRE;PERU;7;CUCHILLO            ;SENTIMENTAL
ZONA 2;NAPO;QUIJOS;EL VALLE DE QUIJOS;PAPALLACTA;25/9/2014;0:40;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR;4;PRENDA TEXTIL;MALTRATO
ZONA 4;MANABI;CHONE;CHONE;CHIBUNGA;9/11/2014;21:00;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR;3;NINGUNA;SENTIMENTAL
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;PUMPULA;30/1/2014;5:00;Homicidios;30;MASCULINO;SOLTERO;ECUADOR;3;NINGUNA;SENTIMENTAL
ZONA 4;MANABI;PEDERNALES;PEDERNALES;PEDERNALES SUR;1/11/2014;14:00;Asesinatos;;MASCULINO;UNION LIBRE;ECUADOR;0;CUCHILLO            ;RIÑAS
ZONA 4;MANABI;PEDERNALES;PEDERNALES;BECHE;11/11/2014;9:00;Homicidios;56;MASCULINO;SOLTERO;ECUADOR;0;CORTO PUNZANTE;RIÑAS
ZONA 4;MANABI;EL_CARMEN;EL CARMEN;EL CARMEN;26/3/2014;20:25;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO)
ZONA 4;MANABI;MANTA;MANTA;LA PRADERA;8/12/2014;22:30;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR;5;OBJETO CONTUSO;MALTRATO
ZONA 7;EL_ORO;ARENILLAS;HUAQUILLAS;LA LIBERTAD;10/11/2014;8:30;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;26;REVOLVER            ;AMENAZA
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL OESTE;5/4/2014;0:00;Homicidios;;FEMENINO;NO DETERMINADO;NO DETERMINADO;11;DESTORNILLADOR;ROBO DE CARROS
ZONA 4;MANABI;BOLIVAR;BOLIVAR JUNIN;CALCETA SUR;31/5/2014;8:00;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR;11;OBJETO CONTUSO;RIÑAS
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;MAGDALENA;29/7/2014;19:40;Homicidios;27;MASCULINO;SOLTERO;ECUADOR;3;REVOLVER            ;ROBO EN EJES VIALES O CARRETERAS
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;SAN JUAN;29/9/2014;3:29;Homicidios;;MASCULINO;NO DETERMINADO;ECUADOR;5;REVOLVER            ;AMENAZA
ZONA 2;PICHINCHA;PEDRO_VICENTE_MALDONADO;NOROCCIDENTE;MALDONADO;17/10/2014;22:00;Asesinatos;36;MASCULINO;SOLTERO;ECUADOR;7;REVOLVER            ;AMENAZA
ZONA 4;MANABI;SAN_VICENTE;SUCRE;SAN VICENTE;10/12/2014;3:30;Asesinatos;42;MASCULINO;SOLTERO;ECUADOR;4;CARTUCHERA          ;AMENAZA
ZONA 7;EL_ORO;HUAQUILLAS;HUAQUILLAS;HUALTACO;3/11/2014;22:00;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR;4;OBJETO CONTUSO;VIOLACION FAMILIAR DIRECTO (PERSONA CONOCIDA)
ZONA 4;MANABI;MANTA;MANTA;SAN JUAN;24/10/2014;20:00;Homicidios;;FEMENINO;SOLTERO;ECUADOR;2;NINGUNA;RIÑAS
ZONA 4;MANABI;EL_CARMEN;EL CARMEN;EL CARMEN;20/10/2014;9:00;Homicidios;35;MASCULINO;CASADO;ECUADOR;1;REVOLVER            ;ACTOS DE ODIO
ZONA 7;EL_ORO;MACHALA;MACHALA;MACHALA OCCIDENTAL;11/12/2014;1:00;Asesinatos;48;MASCULINO;SOLTERO;ECUADOR;0;REVOLVER            ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVA PROSPERINA;11/12/2014;12:20;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR;7;REVOLVER            ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;MARTHA DE ROLDOS;13/12/2014;4:00;Homicidios;25;FEMENINO;SOLTERO;ECUADOR;6;CARABINA;MALTRATO
ZONA 7;EL_ORO;EL_GUABO;PASAJE;BARBONES;12/12/2014;22:00;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR;11;REVOLVER            ;AMENAZA
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;3 DE JULIO;10/12/2014;6:10;Asesinatos;33;MASCULINO;CASADO;ECUADOR;11;PRENDA TEXTIL;VIOLACION SEXUAL (DESCONOCIDO)
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;PATRICIA PILAR;13/12/2014;8:40;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR;9;CORTO PUNZANTE;SENTIMENTAL
ZONA 3;CHIMBORAZO;RIOBAMBA;RIOBAMBA;LICTO;10/12/2014;14:00;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR;13;CARTUCHERA          ;ACTOS DE ODIO
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CORDERO CRESPO;14/12/2014;4:10;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR;6;CUCHILLO            ;MALTRATO
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;CISNE;14/12/2014;3:00;Homicidios;28;MASCULINO;SOLTERO;ECUADOR;2;CARTUCHERA          ;MALTRATO
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;13/12/2014;18:15;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR;1;PRENDA TEXTIL;ROBO A PERSONAS
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;13/12/2014;19:30;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR;1;CUCHILLO            ;RIÑAS
ZONA 5;LOS_RIOS;VALENCIA;BUENA FE;EL VERGEL SUR;12/12/2014;8:30;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;DEFENSA PROPIA
ZONA 5;LOS_RIOS;VALENCIA;BUENA FE;EL VERGEL SUR;12/12/2014;8:30;Asesinatos;48;MASCULINO;SOLTERO;ECUADOR;0;CUCHILLO            ;MALTRATO
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO ESTE;13/12/2014;13:00;Sicariatos;68;MASCULINO;VIUDO;ECUADOR;9;PISTOLA             ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;PASCUALES;14/12/2014;0:40;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR;6;ESCOPETA            ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;PARAISO LA FLOR;14/12/2014;20:00;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR;12;REVOLVER            ;EMOCIONAL
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;14/12/2014;20:30;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR;13;MARTILLO;SENTIMENTAL
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;MAPASINGUE;18/12/2014;19:00;Sicariatos;36;MASCULINO;CASADO;ECUADOR;6;CUCHILLO            ;SENTIMENTAL
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO CENTRO;15/12/2014;18:40;Sicariatos;19;MASCULINO;SOLTERO;ECUADOR;4;PISTOLA             ;AMENAZA
ZONA 1;SUCUMBIOS;PUTUMAYO;PUTUMAYO;PUERTO DEL CARMEN;18/12/2014;20:50;Asesinatos;23;FEMENINO;SOLTERO;ECUADOR;3;CORTO PUNZANTE;AMENAZA
ZONA 9;PICHINCHA;QUITO;QUITUMBE;ECUATORIANA;19/12/2014;5:30;Homicidios;24;MASCULINO;SOLTERO;ECUADOR;2;PISTOLA             ;ACTOS DE ODIO
ZONA 7;EL_ORO;MACHALA;MACHALA;19 DE NOVIEMBRE;19/12/2014;15:43;Homicidios;41;MASCULINO;SOLTERO;ECUADOR;1;MARTILLO;EMOCIONAL
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;CHALA;20/12/2014;5:00;Homicidios;21;MASCULINO;SOLTERO;ECUADOR;2;REVOLVER            ;AMENAZA
ZONA 9;PICHINCHA;QUITO;TUMBACO;TUMBACO SUR;20/12/2014;23:30;Homicidios;26;MASCULINO;SOLTERO;ECUADOR;0;BARRA;MALTRATO
ZONA 7;EL_ORO;SANTA_ROSA;SANTA ROSA;SANTA ROSA ESTE;21/12/2014;1:00;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR;0;PRENDA TEXTIL;RIÑAS
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA NORTE;21/12/2014;4:30;Homicidios;20;MASCULINO;SOLTERO;ECUADOR;12;MACHETE             ;ROBO A DOMICILIOS
ZONA 7;EL_ORO;MACHALA;MACHALA;RAYITO DE LUZ;21/12/2014;4:00;Femicidios;23;FEMENINO;CASADO;ECUADOR;16;MACHETE             ;SENTIMENTAL
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;UNIVERSIDAD;21/12/2014;10:00;Asesinatos;32;MASCULINO;SOLTERO;ECUADOR;5;REVOLVER            ;ROBO DE MOTOS
ZONA 5;GUAYAS;EL_EMPALME;EL EMPALME;EMPALME CENTRO;21/12/2014;4:00;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR;15;REVOLVER            ;EMOCIONAL
ZONA 5;LOS_RIOS;VALENCIA;BUENA FE;LA NUEVA UNION;20/12/2014;18:00;Femicidios;25;FEMENINO;SOLTERO;ECUADOR;10;MACHETE             ;AMENAZA
ZONA 8;GUAYAS;GUAYAQUIL;MODELO;ATARAZANA;22/12/2014;17:00;Asesinatos;52;FEMENINO;CASADO;ECUADOR;5;ESCOPETA            ;RIÑAS
ZONA 1;SUCUMBIOS;PUTUMAYO;PUTUMAYO;PUERTO DEL CARMEN;23/12/2014;21:30;Femicidios;32;FEMENINO;CASADO;ECUADOR;3;PUÑAL;EMOCIONAL
ZONA 1;SUCUMBIOS;GONZALO_PIZARRO;SUCUMBIOS;LUMBAQUI;24/12/2014;1:00;Asesinatos;18;FEMENINO;SOLTERO;ECUADOR;4;NINGUNA;MALTRATO
ZONA 9;PICHINCHA;QUITO;QUITUMBE;GUAMANI;24/12/2014;19:00;Homicidios;54;MASCULINO;CASADO;ECUADOR;2;MACHETE             ;ROBO A DOMICILIOS
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;13/12/2014;15:00;Homicidios;31;MASCULINO;SOLTERO;ECUADOR;2;REVOLVER            ;ROBO A PERSONAS
